n, T, pr, stat, Scenario, Region, Label, Mask, Season, Year,
3818,3.6,4,75th percentile,rcp85,Central Europe, CEU, land,BS,2065,
3819,5.5,10,Max,rcp85,Central Europe, CEU, land,BS,2065,
3820,2.8,-28,Min,rcp85,Central Europe, CEU, land,BS,2100,
3821,4.3,-16,25th percentile,rcp85,Central Europe, CEU, land,BS,2100,
3822,5.3,-8,median,rcp85,Central Europe, CEU, land,BS,2100,
3823,6.6,-2,75th percentile,rcp85,Central Europe, CEU, land,BS,2100,
3824,8.5,11,Max,rcp85,Central Europe, CEU, land,BS,2100,
3825,0.6,-5,Min,rcp85,Central North America, CNA, land,Annual,2035,
3826,1.0,-1,25th percentile,rcp85,Central North America, CNA, land,Annual,2035,
3827,1.2,2,median,rcp85,Central North America, CNA, land,Annual,2035,
3828,1.5,4,75th percentile,rcp85,Central North America, CNA, land,Annual,2035,
3829,2.0,10,Max,rcp85,Central North America, CNA, land,Annual,2035,
3830,1.7,-10,Min,rcp85,Central North America, CNA, land,Annual,2065,
3831,2.4,1,25th percentile,rcp85,Central North America, CNA, land,Annual,2065,
3832,2.8,4,median,rcp85,Central North America, CNA, land,Annual,2065,
3833,3.3,7,75th percentile,rcp85,Central North America, CNA, land,Annual,2065,
3834,4.2,15,Max,rcp85,Central North America, CNA, land,Annual,2065,
3835,3.4,-14,Min,rcp85,Central North America, CNA, land,Annual,2100,
3836,4.4,0,25th percentile,rcp85,Central North America, CNA, land,Annual,2100,
3837,5.1,7,median,rcp85,Central North America, CNA, land,Annual,2100,
3838,5.7,9,75th percentile,rcp85,Central North America, CNA, land,Annual,2100,
3839,7.4,16,Max,rcp85,Central North America, CNA, land,Annual,2100,
3840,0.0,-6,Min,rcp85,Central North America, CNA, land,BW,2035,
3841,1.0,-2,25th percentile,rcp85,Central North America, CNA, land,BW,2035,
3842,1.2,2,median,rcp85,Central North America, CNA, land,BW,2035,
3843,1.7,6,75th percentile,rcp85,Central North America, CNA, land,BW,2035,
3844,2.3,11,Max,rcp85,Central North America, CNA, land,BW,2035,
3845,1.1,-12,Min,rcp85,Central North America, CNA, land,BW,2065,
3846,2.2,1,25th percentile,rcp85,Central North America, CNA, land,BW,2065,
3847,2.7,7,median,rcp85,Central North America, CNA, land,BW,2065,
3848,3.6,10,75th percentile,rcp85,Central North America, CNA, land,BW,2065,
3849,4.8,17,Max,rcp85,Central North America, CNA, land,BW,2065,
3850,2.9,-18,Min,rcp85,Central North America, CNA, land,BW,2100,
3851,4.1,4,25th percentile,rcp85,Central North America, CNA, land,BW,2100,
3852,5.0,11,median,rcp85,Central North America, CNA, land,BW,2100,
3853,5.9,17,75th percentile,rcp85,Central North America, CNA, land,BW,2100,
3854,7.7,28,Max,rcp85,Central North America, CNA, land,BW,2100,
3855,0.5,-9,Min,rcp85,Central North America, CNA, land,BS,2035,
3856,1.1,-2,25th percentile,rcp85,Central North America, CNA, land,BS,2035,
3857,1.2,1,median,rcp85,Central North America, CNA, land,BS,2035,
3858,1.4,3,75th percentile,rcp85,Central North America, CNA, land,BS,2035,
3859,2.3,9,Max,rcp85,Central North America, CNA, land,BS,2035,
3860,1.7,-19,Min,rcp85,Central North America, CNA, land,BS,2065,
3861,2.3,-1,25th percentile,rcp85,Central North America, CNA, land,BS,2065,
3862,2.9,3,median,rcp85,Central North America, CNA, land,BS,2065,
3863,3.4,6,75th percentile,rcp85,Central North America, CNA, land,BS,2065,
3864,4.6,13,Max,rcp85,Central North America, CNA, land,BS,2065,
3865,3.6,-19,Min,rcp85,Central North America, CNA, land,BS,2100,
3866,4.6,-4,25th percentile,rcp85,Central North America, CNA, land,BS,2100,
3867,5.4,3,median,rcp85,Central North America, CNA, land,BS,2100,
3868,6.2,7,75th percentile,rcp85,Central North America, CNA, land,BS,2100,
3869,8.0,16,Max,rcp85,Central North America, CNA, land,BS,2100,
3870,0.6,-6,Min,rcp85,East Africa, EAF, land,Annual,2035,
3871,0.7,-2,25th percentile,rcp85,East Africa, EAF, land,Annual,2035,
3872,0.9,0,median,rcp85,East Africa, EAF, land,Annual,2035,
3873,1.1,3,75th percentile,rcp85,East Africa, EAF, land,Annual,2035,
3874,1.5,9,Max,rcp85,East Africa, EAF, land,Annual,2035,
3875,1.6,-9,Min,rcp85,East Africa, EAF, land,Annual,2065,
3876,1.9,-1,25th percentile,rcp85,East Africa, EAF, land,Annual,2065,
3877,2.2,4,median,rcp85,East Africa, EAF, land,Annual,2065,
3878,2.7,7,75th percentile,rcp85,East Africa, EAF, land,Annual,2065,
3879,3.2,20,Max,rcp85,East Africa, EAF, land,Annual,2065,
3880,2.4,-11,Min,rcp85,East Africa, EAF, land,Annual,2100,
3881,3.5,0,25th percentile,rcp85,East Africa, EAF, land,Annual,2100,
3882,4.0,11,median,rcp85,East Africa, EAF, land,Annual,2100,
3883,5.0,16,75th percentile,rcp85,East Africa, EAF, land,Annual,2100,
3884,5.6,34,Max,rcp85,East Africa, EAF, land,Annual,2100,
3885,0.6,-5,Min,rcp85,East Africa, EAF, land,BW,2035,
3886,0.8,-1,25th percentile,rcp85,East Africa, EAF, land,BW,2035,
3887,0.9,2,median,rcp85,East Africa, EAF, land,BW,2035,
3888,1.1,6,75th percentile,rcp85,East Africa, EAF, land,BW,2035,
3889,1.6,10,Max,rcp85,East Africa, EAF, land,BW,2035,
3890,1.3,-8,Min,rcp85,East Africa, EAF, land,BW,2065,
3891,1.8,1,25th percentile,rcp85,East Africa, EAF, land,BW,2065,
3892,2.2,6,median,rcp85,East Africa, EAF, land,BW,2065,
3893,2.5,12,75th percentile,rcp85,East Africa, EAF, land,BW,2065,
3894,3.2,23,Max,rcp85,East Africa, EAF, land,BW,2065,
3895,2.8,-11,Min,rcp85,East Africa, EAF, land,BW,2100,
3896,3.4,6,25th percentile,rcp85,East Africa, EAF, land,BW,2100,
3897,3.9,15,median,rcp85,East Africa, EAF, land,BW,2100,
3898,4.6,22,75th percentile,rcp85,East Africa, EAF, land,BW,2100,
3899,5.6,35,Max,rcp85,East Africa, EAF, land,BW,2100,
3900,0.6,-8,Min,rcp85,East Africa, EAF, land,BS,2035,
3901,0.8,-4,25th percentile,rcp85,East Africa, EAF, land,BS,2035,
3902,0.9,-1,median,rcp85,East Africa, EAF, land,BS,2035,
3903,1.2,3,75th percentile,rcp85,East Africa, EAF, land,BS,2035,
3904,1.5,11,Max,rcp85,East Africa, EAF, land,BS,2035,
3905,1.3,-12,Min,rcp85,East Africa, EAF, land,BS,2065,
3906,2.0,-6,25th percentile,rcp85,East Africa, EAF, land,BS,2065,
3907,2.1,0,median,rcp85,East Africa, EAF, land,BS,2065,
3908,2.8,5,75th percentile,rcp85,East Africa, EAF, land,BS,2065,
3909,3.2,21,Max,rcp85,East Africa, EAF, land,BS,2065,
3910,1.8,-15,Min,rcp85,East Africa, EAF, land,BS,2100,
3911,3.5,-5,25th percentile,rcp85,East Africa, EAF, land,BS,2100,
3912,4.1,4,median,rcp85,East Africa, EAF, land,BS,2100,
3913,5.2,13,75th percentile,rcp85,East Africa, EAF, land,BS,2100,
3914,5.6,33,Max,rcp85,East Africa, EAF, land,BS,2100,
3915,0.5,-2,Min,rcp85,Eastern Asia, EAS, land,Annual,2035,
3916,0.9,0,25th percentile,rcp85,Eastern Asia, EAS, land,Annual,2035,
3917,1.1,1,median,rcp85,Eastern Asia, EAS, land,Annual,2035,
3918,1.3,3,75th percentile,rcp85,Eastern Asia, EAS, land,Annual,2035,
3919,1.9,5,Max,rcp85,Eastern Asia, EAS, land,Annual,2035,
3920,1.6,-1,Min,rcp85,Eastern Asia, EAS, land,Annual,2065,
3921,2.2,4,25th percentile,rcp85,Eastern Asia, EAS, land,Annual,2065,
3922,2.7,6,median,rcp85,Eastern Asia, EAS, land,Annual,2065,
3923,3.1,9,75th percentile,rcp85,Eastern Asia, EAS, land,Annual,2065,
3924,4.2,14,Max,rcp85,Eastern Asia, EAS, land,Annual,2065,
3925,3.3,-3,Min,rcp85,Eastern Asia, EAS, land,Annual,2100,
3926,4.0,7,25th percentile,rcp85,Eastern Asia, EAS, land,Annual,2100,
3927,4.9,10,median,rcp85,Eastern Asia, EAS, land,Annual,2100,
3928,5.6,16,75th percentile,rcp85,Eastern Asia, EAS, land,Annual,2100,
3929,7.2,22,Max,rcp85,Eastern Asia, EAS, land,Annual,2100,
3930,0.1,-7,Min,rcp85,Eastern Asia, EAS, land,BW,2035,
3931,0.9,-1,25th percentile,rcp85,Eastern Asia, EAS, land,BW,2035,
3932,1.2,1,median,rcp85,Eastern Asia, EAS, land,BW,2035,
3933,1.5,3,75th percentile,rcp85,Eastern Asia, EAS, land,BW,2035,
3934,2.4,14,Max,rcp85,Eastern Asia, EAS, land,BW,2035,
3935,1.3,-10,Min,rcp85,Eastern Asia, EAS, land,BW,2065,
3936,2.3,3,25th percentile,rcp85,Eastern Asia, EAS, land,BW,2065,
3937,2.9,6,median,rcp85,Eastern Asia, EAS, land,BW,2065,
3938,3.3,9,75th percentile,rcp85,Eastern Asia, EAS, land,BW,2065,
3939,4.7,23,Max,rcp85,Eastern Asia, EAS, land,BW,2065,
3940,3.5,-15,Min,rcp85,Eastern Asia, EAS, land,BW,2100,
3941,4.2,9,25th percentile,rcp85,Eastern Asia, EAS, land,BW,2100,
3942,5.4,13,median,rcp85,Eastern Asia, EAS, land,BW,2100,
3943,6.1,19,75th percentile,rcp85,Eastern Asia, EAS, land,BW,2100,
3944,7.5,32,Max,rcp85,Eastern Asia, EAS, land,BW,2100,
3945,0.5,-4,Min,rcp85,Eastern Asia, EAS, land,BS,2035,
3946,0.9,0,25th percentile,rcp85,Eastern Asia, EAS, land,BS,2035,
3947,1.0,1,median,rcp85,Eastern Asia, EAS, land,BS,2035,
3948,1.2,3,75th percentile,rcp85,Eastern Asia, EAS, land,BS,2035,
3949,1.9,5,Max,rcp85,Eastern Asia, EAS, land,BS,2035,
3950,1.4,-3,Min,rcp85,Eastern Asia, EAS, land,BS,2065,
3951,2.1,3,25th percentile,rcp85,Eastern Asia, EAS, land,BS,2065,
3952,2.6,6,median,rcp85,Eastern Asia, EAS, land,BS,2065,
3953,3.1,9,75th percentile,rcp85,Eastern Asia, EAS, land,BS,2065,
3954,3.9,15,Max,rcp85,Eastern Asia, EAS, land,BS,2065,
3955,2.8,1,Min,rcp85,Eastern Asia, EAS, land,BS,2100,
3956,3.8,7,25th percentile,rcp85,Eastern Asia, EAS, land,BS,2100,
3957,4.8,9,median,rcp85,Eastern Asia, EAS, land,BS,2100,
3958,5.7,15,75th percentile,rcp85,Eastern Asia, EAS, land,BS,2100,
3959,6.8,28,Max,rcp85,Eastern Asia, EAS, land,BS,2100,
3960,0.4,-3,Min,rcp85,Eastern North America, ENA, land,Annual,2035,
3961,0.9,1,25th percentile,rcp85,Eastern North America, ENA, land,Annual,2035,
3962,1.2,4,median,rcp85,Eastern North America, ENA, land,Annual,2035,
3963,1.4,5,75th percentile,rcp85,Eastern North America, ENA, land,Annual,2035,
3964,2.1,7,Max,rcp85,Eastern North America, ENA, land,Annual,2035,
3965,1.7,1,Min,rcp85,Eastern North America, ENA, land,Annual,2065,
3966,2.5,4,25th percentile,rcp85,Eastern North America, ENA, land,Annual,2065,
3967,2.8,7,median,rcp85,Eastern North America, ENA, land,Annual,2065,
3968,3.3,10,75th percentile,rcp85,Eastern North America, ENA, land,Annual,2065,
3969,4.5,14,Max,rcp85,Eastern North America, ENA, land,Annual,2065,
3970,3.5,0,Min,rcp85,Eastern North America, ENA, land,Annual,2100,
3971,4.3,6,25th percentile,rcp85,Eastern North America, ENA, land,Annual,2100,
3972,5.1,11,median,rcp85,Eastern North America, ENA, land,Annual,2100,
3973,6.0,15,75th percentile,rcp85,Eastern North America, ENA, land,Annual,2100,
3974,7.6,22,Max,rcp85,Eastern North America, ENA, land,Annual,2100,
3975,0.0,-3,Min,rcp85,Eastern North America, ENA, land,BW,2035,
3976,0.9,1,25th percentile,rcp85,Eastern North America, ENA, land,BW,2035,
3977,1.4,4,median,rcp85,Eastern North America, ENA, land,BW,2035,
3978,1.6,6,75th percentile,rcp85,Eastern North America, ENA, land,BW,2035,
3979,2.7,11,Max,rcp85,Eastern North America, ENA, land,BW,2035,
3980,1.8,-1,Min,rcp85,Eastern North America, ENA, land,BW,2065,
3981,2.4,6,25th percentile,rcp85,Eastern North America, ENA, land,BW,2065,
3982,3.0,9,median,rcp85,Eastern North America, ENA, land,BW,2065,
3983,3.7,15,75th percentile,rcp85,Eastern North America, ENA, land,BW,2065,
3984,5.1,20,Max,rcp85,Eastern North America, ENA, land,BW,2065,
3985,3.2,-2,Min,rcp85,Eastern North America, ENA, land,BW,2100,
3986,4.6,12,25th percentile,rcp85,Eastern North America, ENA, land,BW,2100,
3987,5.5,17,median,rcp85,Eastern North America, ENA, land,BW,2100,
3988,6.4,24,75th percentile,rcp85,Eastern North America, ENA, land,BW,2100,
3989,8.6,32,Max,rcp85,Eastern North America, ENA, land,BW,2100,
3990,0.4,-7,Min,rcp85,Eastern North America, ENA, land,BS,2035,
3991,0.9,1,25th percentile,rcp85,Eastern North America, ENA, land,BS,2035,
3992,1.1,3,median,rcp85,Eastern North America, ENA, land,BS,2035,
3993,1.4,5,75th percentile,rcp85,Eastern North America, ENA, land,BS,2035,
3994,2.3,10,Max,rcp85,Eastern North America, ENA, land,BS,2035,
3995,1.4,-8,Min,rcp85,Eastern North America, ENA, land,BS,2065,
3996,2.4,2,25th percentile,rcp85,Eastern North America, ENA, land,BS,2065,
3997,2.8,5,median,rcp85,Eastern North America, ENA, land,BS,2065,
3998,3.3,7,75th percentile,rcp85,Eastern North America, ENA, land,BS,2065,
3999,4.8,12,Max,rcp85,Eastern North America, ENA, land,BS,2065,
4000,2.8,-11,Min,rcp85,Eastern North America, ENA, land,BS,2100,
4001,4.2,1,25th percentile,rcp85,Eastern North America, ENA, land,BS,2100,
4002,5.1,7,median,rcp85,Eastern North America, ENA, land,BS,2100,
4003,5.9,9,75th percentile,rcp85,Eastern North America, ENA, land,BS,2100,
4004,8.3,25,Max,rcp85,Eastern North America, ENA, land,BS,2100,
4005,0.4,-5,Min,rcp85,Equatorial Pacific, ETP, all,Annual,2035,
4006,0.5,5,25th percentile,rcp85,Equatorial Pacific, ETP, all,Annual,2035,
4007,0.7,9,median,rcp85,Equatorial Pacific, ETP, all,Annual,2035,
4008,0.8,15,75th percentile,rcp85,Equatorial Pacific, ETP, all,Annual,2035,
4009,1.1,62,Max,rcp85,Equatorial Pacific, ETP, all,Annual,2035,
4010,1.0,-8,Min,rcp85,Equatorial Pacific, ETP, all,Annual,2065,
4011,1.4,14,25th percentile,rcp85,Equatorial Pacific, ETP, all,Annual,2065,
4012,1.6,19,median,rcp85,Equatorial Pacific, ETP, all,Annual,2065,
4013,2.0,30,75th percentile,rcp85,Equatorial Pacific, ETP, all,Annual,2065,
4014,2.6,184,Max,rcp85,Equatorial Pacific, ETP, all,Annual,2065,
4015,1.0,-42,Min,rcp85,Equatorial Pacific, ETP, all,Annual,2100,
4016,2.6,24,25th percentile,rcp85,Equatorial Pacific, ETP, all,Annual,2100,
4017,3.1,33,median,rcp85,Equatorial Pacific, ETP, all,Annual,2100,
4018,3.7,54,75th percentile,rcp85,Equatorial Pacific, ETP, all,Annual,2100,
4019,5.1,537,Max,rcp85,Equatorial Pacific, ETP, all,Annual,2100,
4020,0.4,-12,Min,rcp85,Equatorial Pacific, ETP, all,BW,2035,
4021,0.6,-1,25th percentile,rcp85,Equatorial Pacific, ETP, all,BW,2035,
4022,0.7,9,median,rcp85,Equatorial Pacific, ETP, all,BW,2035,
4023,0.9,16,75th percentile,rcp85,Equatorial Pacific, ETP, all,BW,2035,
4024,1.1,77,Max,rcp85,Equatorial Pacific, ETP, all,BW,2035,
4025,1.0,-11,Min,rcp85,Equatorial Pacific, ETP, all,BW,2065,
4026,1.4,4,25th percentile,rcp85,Equatorial Pacific, ETP, all,BW,2065,
4027,1.7,15,median,rcp85,Equatorial Pacific, ETP, all,BW,2065,
4028,2.0,21,75th percentile,rcp85,Equatorial Pacific, ETP, all,BW,2065,
4029,2.9,257,Max,rcp85,Equatorial Pacific, ETP, all,BW,2065,
4030,1.0,-43,Min,rcp85,Equatorial Pacific, ETP, all,BW,2100,
4031,2.6,10,25th percentile,rcp85,Equatorial Pacific, ETP, all,BW,2100,
4032,3.1,28,median,rcp85,Equatorial Pacific, ETP, all,BW,2100,
4033,3.7,38,75th percentile,rcp85,Equatorial Pacific, ETP, all,BW,2100,
4034,5.6,635,Max,rcp85,Equatorial Pacific, ETP, all,BW,2100,
4035,0.4,-2,Min,rcp85,Equatorial Pacific, ETP, all,BS,2035,
4036,0.6,7,25th percentile,rcp85,Equatorial Pacific, ETP, all,BS,2035,
4037,0.7,12,median,rcp85,Equatorial Pacific, ETP, all,BS,2035,
4038,0.9,21,75th percentile,rcp85,Equatorial Pacific, ETP, all,BS,2035,
4039,1.3,45,Max,rcp85,Equatorial Pacific, ETP, all,BS,2035,
4040,0.9,-5,Min,rcp85,Equatorial Pacific, ETP, all,BS,2065,
4041,1.5,17,25th percentile,rcp85,Equatorial Pacific, ETP, all,BS,2065,
4042,1.6,23,median,rcp85,Equatorial Pacific, ETP, all,BS,2065,
4043,2.0,39,75th percentile,rcp85,Equatorial Pacific, ETP, all,BS,2065,
4044,2.9,102,Max,rcp85,Equatorial Pacific, ETP, all,BS,2065,
4045,1.1,-39,Min,rcp85,Equatorial Pacific, ETP, all,BS,2100,
4046,2.5,28,25th percentile,rcp85,Equatorial Pacific, ETP, all,BS,2100,
4047,3.1,48,median,rcp85,Equatorial Pacific, ETP, all,BS,2100,
4048,3.7,63,75th percentile,rcp85,Equatorial Pacific, ETP, all,BS,2100,
4049,5.0,407,Max,rcp85,Equatorial Pacific, ETP, all,BS,2100,
4050,0.3,-3,Min,rcp85,Northern Europe, NEU, land,Annual,2035,
4051,0.9,3,25th percentile,rcp85,Northern Europe, NEU, land,Annual,2035,
4052,1.2,4,median,rcp85,Northern Europe, NEU, land,Annual,2035,
4053,1.8,6,75th percentile,rcp85,Northern Europe, NEU, land,Annual,2035,
4054,2.7,12,Max,rcp85,Northern Europe, NEU, land,Annual,2035,
4055,-0.4,-2,Min,rcp85,Northern Europe, NEU, land,Annual,2065,
4056,2.4,6,25th percentile,rcp85,Northern Europe, NEU, land,Annual,2065,
4057,2.9,8,median,rcp85,Northern Europe, NEU, land,Annual,2065,
4058,3.5,11,75th percentile,rcp85,Northern Europe, NEU, land,Annual,2065,
4059,4.7,23,Max,rcp85,Northern Europe, NEU, land,Annual,2065,
4060,1.9,-2,Min,rcp85,Northern Europe, NEU, land,Annual,2100,
4061,4.3,12,25th percentile,rcp85,Northern Europe, NEU, land,Annual,2100,
4062,5.0,14,median,rcp85,Northern Europe, NEU, land,Annual,2100,
4063,6.3,18,75th percentile,rcp85,Northern Europe, NEU, land,Annual,2100,
4064,7.7,34,Max,rcp85,Northern Europe, NEU, land,Annual,2100,
4065,-0.1,-3,Min,rcp85,Northern Europe, NEU, land,BW,2035,
4066,1.1,3,25th percentile,rcp85,Northern Europe, NEU, land,BW,2035,
4067,1.5,5,median,rcp85,Northern Europe, NEU, land,BW,2035,
4068,2.4,7,75th percentile,rcp85,Northern Europe, NEU, land,BW,2035,
4069,3.5,16,Max,rcp85,Northern Europe, NEU, land,BW,2035,
4070,-0.6,2,Min,rcp85,Northern Europe, NEU, land,BW,2065,
4071,2.9,8,25th percentile,rcp85,Northern Europe, NEU, land,BW,2065,
4072,3.4,11,median,rcp85,Northern Europe, NEU, land,BW,2065,
4073,4.7,15,75th percentile,rcp85,Northern Europe, NEU, land,BW,2065,
4074,6.8,26,Max,rcp85,Northern Europe, NEU, land,BW,2065,
4075,2.6,8,Min,rcp85,Northern Europe, NEU, land,BW,2100,
4076,5.3,15,25th percentile,rcp85,Northern Europe, NEU, land,BW,2100,
4077,6.1,20,median,rcp85,Northern Europe, NEU, land,BW,2100,
4078,7.5,29,75th percentile,rcp85,Northern Europe, NEU, land,BW,2100,
4079,10.4,42,Max,rcp85,Northern Europe, NEU, land,BW,2100,
4080,0.3,-4,Min,rcp85,Northern Europe, NEU, land,BS,2035,
4081,0.8,1,25th percentile,rcp85,Northern Europe, NEU, land,BS,2035,
4082,1.1,4,median,rcp85,Northern Europe, NEU, land,BS,2035,
4083,1.5,7,75th percentile,rcp85,Northern Europe, NEU, land,BS,2035,
4084,2.8,9,Max,rcp85,Northern Europe, NEU, land,BS,2035,
4085,0.1,-8,Min,rcp85,Northern Europe, NEU, land,BS,2065,
4086,1.9,1,25th percentile,rcp85,Northern Europe, NEU, land,BS,2065,
4087,2.5,4,median,rcp85,Northern Europe, NEU, land,BS,2065,
4088,3.2,10,75th percentile,rcp85,Northern Europe, NEU, land,BS,2065,
4089,4.9,19,Max,rcp85,Northern Europe, NEU, land,BS,2065,
4090,2.1,-17,Min,rcp85,Northern Europe, NEU, land,BS,2100,
4091,3.5,2,25th percentile,rcp85,Northern Europe, NEU, land,BS,2100,
4092,4.5,8,median,rcp85,Northern Europe, NEU, land,BS,2100,
4093,5.8,12,75th percentile,rcp85,Northern Europe, NEU, land,BS,2100,
4094,7.6,26,Max,rcp85,Northern Europe, NEU, land,BS,2100,
4095,0.6,1,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,
4096,1.3,4,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,
4097,1.5,5,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,
4098,1.7,6,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,
4099,2.9,10,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,
4100,1.8,4,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,
4101,3.2,10,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,
4102,3.6,12,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,
4103,4.2,16,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,
4104,6.3,22,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,
4105,4.2,11,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,
4106,5.6,19,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,
4107,6.4,22,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,
4108,7.9,28,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,
4109,10.5,40,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,
4110,0.6,1,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,
4111,1.5,4,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,
4112,2.0,6,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,
4113,2.2,8,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,
4114,3.4,13,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,
4115,2.6,3,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,
4116,4.2,12,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,
4117,4.8,15,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,
4118,5.9,21,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,
4119,7.9,29,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,
4120,4.6,13,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,
4121,7.2,25,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,
4122,8.7,29,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,
4123,10.8,41,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,
4124,13.3,55,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,
4125,0.5,0,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,
4126,0.9,3,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,
4127,1.1,4,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,
4128,1.3,6,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,
4129,2.7,11,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,
4130,1.2,5,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,
4131,2.3,7,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,
4132,2.6,9,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,
4133,3.1,12,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,
4134,5.6,21,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,
4135,2.2,7,Min,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,
4136,4.1,14,25th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,
4137,4.6,16,median,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,
4138,5.9,21,75th percentile,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,
4139,9.0,35,Max,rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,
4140,0.4,-2,Min,rcp85,Alaska/NW Canada, ALA, land,Annual,2035,
4141,1.3,4,25th percentile,rcp85,Alaska/NW Canada, ALA, land,Annual,2035,
4142,1.7,5,median,rcp85,Alaska/NW Canada, ALA, land,Annual,2035,
4143,2.3,8,75th percentile,rcp85,Alaska/NW Canada, ALA, land,Annual,2035,
4144,3.0,16,Max,rcp85,Alaska/NW Canada, ALA, land,Annual,2035,
4145,2.3,7,Min,rcp85,Alaska/NW Canada, ALA, land,Annual,2065,
4146,3.3,10,25th percentile,rcp85,Alaska/NW Canada, ALA, land,Annual,2065,
4147,3.7,14,median,rcp85,Alaska/NW Canada, ALA, land,Annual,2065,
4148,4.6,18,75th percentile,rcp85,Alaska/NW Canada, ALA, land,Annual,2065,
4149,6.1,32,Max,rcp85,Alaska/NW Canada, ALA, land,Annual,2065,
4150,4.1,11,Min,rcp85,Alaska/NW Canada, ALA, land,Annual,2100,
4151,5.6,23,25th percentile,rcp85,Alaska/NW Canada, ALA, land,Annual,2100,
4152,6.9,26,median,rcp85,Alaska/NW Canada, ALA, land,Annual,2100,
4153,8.5,32,75th percentile,rcp85,Alaska/NW Canada, ALA, land,Annual,2100,
4154,10.5,51,Max,rcp85,Alaska/NW Canada, ALA, land,Annual,2100,
4155,-0.8,-5,Min,rcp85,Alaska/NW Canada, ALA, land,BW,2035,
4156,1.6,4,25th percentile,rcp85,Alaska/NW Canada, ALA, land,BW,2035,
4157,2.1,6,median,rcp85,Alaska/NW Canada, ALA, land,BW,2035,
4158,3.2,11,75th percentile,rcp85,Alaska/NW Canada, ALA, land,BW,2035,
4159,4.8,17,Max,rcp85,Alaska/NW Canada, ALA, land,BW,2035,
4160,2.9,2,Min,rcp85,Alaska/NW Canada, ALA, land,BW,2065,
