,,,,,,Temperature [degree C],,,,,Precipitation [%],,,,,
Scenario, Region, Region Label, Mask, Season, Year, Min, 25th percentile, median, 75th percentile, Max, Min, 25th percentile, median, 75th percentile, Max,
rcp85,Arctic (sea), ARC, sea,BS,2035,0.2,0.5,0.7,0.9,1.7,-2,5,6,8,15,
rcp85,Arctic (sea), ARC, sea,BS,2065,0.4,1.4,1.6,2.1,3.8,-2,12,16,18,30,
rcp85,Arctic (sea), ARC, sea,BS,2100,1.3,2.6,3.3,4.8,8.1,0,23,27,34,45,
rcp85,West Asia, WAS, land,Annual,2035,0.5,1.0,1.1,1.4,2.0,-8,-2,3,7,22,
rcp85,West Asia, WAS, land,Annual,2065,1.6,2.5,2.8,3.4,4.1,-14,-5,0,6,24,
rcp85,West Asia, WAS, land,Annual,2100,3.7,4.5,5.0,6.2,6.9,-21,-7,-1,8,40,
rcp85,West Asia, WAS, land,BW,2035,0.5,0.8,1.2,1.4,1.9,-10,-2,4,6,19,
rcp85,West Asia, WAS, land,BW,2065,1.1,2.2,2.6,3.2,4.1,-14,0,3,6,36,
rcp85,West Asia, WAS, land,BW,2100,3.1,4.0,4.6,5.6,6.8,-17,-2,4,9,45,
rcp85,West Asia, WAS, land,BS,2035,0.5,1.0,1.2,1.4,2.4,-10,-4,1,7,24,
rcp85,West Asia, WAS, land,BS,2065,1.8,2.6,3.1,3.6,4.8,-23,-7,-4,5,52,
rcp85,West Asia, WAS, land,BS,2100,3.8,4.6,5.3,6.6,8.2,-38,-15,-8,11,84,
rcp85,Australia/North Australia, NAU, land,Annual,2035,0.5,0.8,1.0,1.1,1.6,-17,-6,-1,2,8,
rcp85,Australia/North Australia, NAU, land,Annual,2065,1.6,1.8,2.2,2.7,3.4,-26,-11,-3,4,12,
rcp85,Australia/North Australia, NAU, land,Annual,2100,2.4,3.6,4.3,5.1,5.8,-51,-14,-4,5,33,
rcp85,Australia/North Australia, NAU, land,BW,2035,0.3,0.7,0.9,1.2,1.8,-20,-7,-1,3,14,
rcp85,Australia/North Australia, NAU, land,BW,2065,1.4,1.8,2.2,2.8,3.6,-27,-8,-2,7,15,
rcp85,Australia/North Australia, NAU, land,BW,2100,1.9,3.3,3.9,4.9,5.9,-50,-13,-2,8,33,
rcp85,Australia/North Australia, NAU, land,BS,2035,0.5,0.8,1.0,1.1,1.5,-43,-13,-4,-1,23,
rcp85,Australia/North Australia, NAU, land,BS,2065,1.6,1.9,2.2,2.5,3.0,-46,-19,-6,2,16,
rcp85,Australia/North Australia, NAU, land,BS,2100,2.5,3.6,4.4,4.8,5.5,-66,-27,-15,-1,48,
rcp85,Caribbean (land and sea), CAR, all,Annual,2035,0.4,0.6,0.7,0.9,1.1,-14,-5,-2,-1,11,
rcp85,Caribbean (land and sea), CAR, all,Annual,2065,1.1,1.4,1.6,1.9,2.5,-19,-14,-8,-2,10,
rcp85,Caribbean (land and sea), CAR, all,Annual,2100,2.1,2.5,3.0,3.6,4.1,-50,-23,-16,-7,9,
rcp85,Caribbean (land and sea), CAR, all,BW,2035,0.3,0.6,0.7,0.9,1.1,-11,-3,0,5,7,
rcp85,Caribbean (land and sea), CAR, all,BW,2065,1.0,1.4,1.6,1.9,2.4,-13,-5,-1,3,10,
rcp85,Caribbean (land and sea), CAR, all,BW,2100,2.0,2.5,3.0,3.6,4.0,-39,-13,-5,3,19,
rcp85,Caribbean (land and sea), CAR, all,BS,2035,0.3,0.6,0.7,0.8,1.2,-17,-9,-6,-2,16,
rcp85,Caribbean (land and sea), CAR, all,BS,2065,1.2,1.4,1.6,1.9,2.5,-34,-24,-12,-5,13,
rcp85,Caribbean (land and sea), CAR, all,BS,2100,2.2,2.4,2.9,3.4,4.2,-60,-39,-24,-17,2,
rcp85,Central America, CAM, land,Annual,2035,0.5,0.8,0.9,1.1,1.4,-11,-3,-1,3,6,
rcp85,Central America, CAM, land,Annual,2065,1.5,1.9,2.1,2.6,3.0,-14,-7,-5,1,7,
rcp85,Central America, CAM, land,Annual,2100,2.9,3.5,3.9,4.9,5.5,-26,-12,-8,0,11,
rcp85,Central America, CAM, land,BW,2035,0.5,0.7,0.9,1.0,1.3,-12,-4,0,3,13,
rcp85,Central America, CAM, land,BW,2065,1.4,1.9,2.1,2.4,2.9,-17,-6,-2,1,12,
rcp85,Central America, CAM, land,BW,2100,2.3,3.3,3.9,4.6,5.3,-27,-11,-5,4,13,
rcp85,Central America, CAM, land,BS,2035,0.6,0.8,0.9,1.1,1.5,-14,-4,-1,3,9,
rcp85,Central America, CAM, land,BS,2065,1.6,2.0,2.3,2.6,3.2,-14,-7,-5,0,11,
rcp85,Central America, CAM, land,BS,2100,2.9,3.6,4.2,5.1,6.0,-27,-14,-11,-1,16,
rcp85,Central Asia, CAS, land,Annual,2035,0.4,1.0,1.3,1.5,2.1,-9,-2,3,9,16,
rcp85,Central Asia, CAS, land,Annual,2065,1.7,2.5,3.1,3.4,4.4,-14,-3,4,8,21,
rcp85,Central Asia, CAS, land,Annual,2100,3.7,4.6,5.3,6.3,7.6,-20,-6,2,11,35,
rcp85,Central Asia, CAS, land,BW,2035,0.4,0.9,1.3,1.6,2.6,-11,0,3,7,17,
rcp85,Central Asia, CAS, land,BW,2065,0.8,2.4,3.0,3.6,5.6,-13,-3,3,13,31,
rcp85,Central Asia, CAS, land,BW,2100,3.5,4.3,5.3,6.3,8.0,-20,-5,7,14,41,
rcp85,Central Asia, CAS, land,BS,2035,0.5,1.0,1.3,1.6,2.4,-15,-1,4,9,24,
rcp85,Central Asia, CAS, land,BS,2065,1.9,2.4,3.0,3.7,5.1,-27,-5,1,8,18,
rcp85,Central Asia, CAS, land,BS,2100,3.2,4.5,5.7,6.5,8.6,-30,-7,1,6,26,
rcp85,Central Europe, CEU, land,Annual,2035,0.5,0.9,1.1,1.6,2.5,-4,0,3,5,11,
rcp85,Central Europe, CEU, land,Annual,2065,1.0,2.2,2.7,3.3,4.6,-5,0,3,6,10,
rcp85,Central Europe, CEU, land,Annual,2100,3.1,4.0,4.8,5.8,7.1,-8,-3,0,7,14,
rcp85,Central Europe, CEU, land,BW,2035,-0.3,0.6,1.0,1.8,3.3,-7,1,4,6,15,
rcp85,Central Europe, CEU, land,BW,2065,1.2,2.1,2.6,3.8,5.8,1,4,7,11,19,
rcp85,Central Europe, CEU, land,BW,2100,3.4,4.2,4.9,5.9,8.2,-4,7,11,18,29,
rcp85,Central Europe, CEU, land,BS,2035,0.4,1.0,1.3,1.6,2.8,-8,-2,1,5,8,
rcp85,Central Europe, CEU, land,BS,2065,1.3,2.3,2.7,3.6,5.5,-18,-6,-2,4,10,
rcp85,Central Europe, CEU, land,BS,2100,2.8,4.3,5.3,6.6,8.5,-28,-16,-8,-2,11,
rcp85,Central North America, CNA, land,Annual,2035,0.6,1.0,1.2,1.5,2.0,-5,-1,2,4,10,
rcp85,Central North America, CNA, land,Annual,2065,1.7,2.4,2.8,3.3,4.2,-10,1,4,7,15,
rcp85,Central North America, CNA, land,Annual,2100,3.4,4.4,5.1,5.7,7.4,-14,0,7,9,16,
rcp85,Central North America, CNA, land,BW,2035,0.0,1.0,1.2,1.7,2.3,-6,-2,2,6,11,
rcp85,Central North America, CNA, land,BW,2065,1.1,2.2,2.7,3.6,4.8,-12,1,7,10,17,
rcp85,Central North America, CNA, land,BW,2100,2.9,4.1,5.0,5.9,7.7,-18,4,11,17,28,
rcp85,Central North America, CNA, land,BS,2035,0.5,1.1,1.2,1.4,2.3,-9,-2,1,3,9,
rcp85,Central North America, CNA, land,BS,2065,1.7,2.3,2.9,3.4,4.6,-19,-1,3,6,13,
rcp85,Central North America, CNA, land,BS,2100,3.6,4.6,5.4,6.2,8.0,-19,-4,3,7,16,
rcp85,East Africa, EAF, land,Annual,2035,0.6,0.7,0.9,1.1,1.5,-6,-2,0,3,9,
rcp85,East Africa, EAF, land,Annual,2065,1.6,1.9,2.2,2.7,3.2,-9,-1,4,7,20,
rcp85,East Africa, EAF, land,Annual,2100,2.4,3.5,4.0,5.0,5.6,-11,0,11,16,34,
rcp85,East Africa, EAF, land,BW,2035,0.6,0.8,0.9,1.1,1.6,-5,-1,2,6,10,
rcp85,East Africa, EAF, land,BW,2065,1.3,1.8,2.2,2.5,3.2,-8,1,6,12,23,
rcp85,East Africa, EAF, land,BW,2100,2.8,3.4,3.9,4.6,5.6,-11,6,15,22,35,
rcp85,East Africa, EAF, land,BS,2035,0.6,0.8,0.9,1.2,1.5,-8,-4,-1,3,11,
rcp85,East Africa, EAF, land,BS,2065,1.3,2.0,2.1,2.8,3.2,-12,-6,0,5,21,
rcp85,East Africa, EAF, land,BS,2100,1.8,3.5,4.1,5.2,5.6,-15,-5,4,13,33,
rcp85,Eastern Asia, EAS, land,Annual,2035,0.5,0.9,1.1,1.3,1.9,-2,0,1,3,5,
rcp85,Eastern Asia, EAS, land,Annual,2065,1.6,2.2,2.7,3.1,4.2,-1,4,6,9,14,
rcp85,Eastern Asia, EAS, land,Annual,2100,3.3,4.0,4.9,5.6,7.2,-3,7,10,16,22,
rcp85,Eastern Asia, EAS, land,BW,2035,0.1,0.9,1.2,1.5,2.4,-7,-1,1,3,14,
rcp85,Eastern Asia, EAS, land,BW,2065,1.3,2.3,2.9,3.3,4.7,-10,3,6,9,23,
rcp85,Eastern Asia, EAS, land,BW,2100,3.5,4.2,5.4,6.1,7.5,-15,9,13,19,32,
rcp85,Eastern Asia, EAS, land,BS,2035,0.5,0.9,1.0,1.2,1.9,-4,0,1,3,5,
rcp85,Eastern Asia, EAS, land,BS,2065,1.4,2.1,2.6,3.1,3.9,-3,3,6,9,15,
rcp85,Eastern Asia, EAS, land,BS,2100,2.8,3.8,4.8,5.7,6.8,1,7,9,15,28,
rcp85,Eastern North America, ENA, land,Annual,2035,0.4,0.9,1.2,1.4,2.1,-3,1,4,5,7,
rcp85,Eastern North America, ENA, land,Annual,2065,1.7,2.5,2.8,3.3,4.5,1,4,7,10,14,
rcp85,Eastern North America, ENA, land,Annual,2100,3.5,4.3,5.1,6.0,7.6,0,6,11,15,22,
rcp85,Eastern North America, ENA, land,BW,2035,0.0,0.9,1.4,1.6,2.7,-3,1,4,6,11,
rcp85,Eastern North America, ENA, land,BW,2065,1.8,2.4,3.0,3.7,5.1,-1,6,9,15,20,
rcp85,Eastern North America, ENA, land,BW,2100,3.2,4.6,5.5,6.4,8.6,-2,12,17,24,32,
rcp85,Eastern North America, ENA, land,BS,2035,0.4,0.9,1.1,1.4,2.3,-7,1,3,5,10,
rcp85,Eastern North America, ENA, land,BS,2065,1.4,2.4,2.8,3.3,4.8,-8,2,5,7,12,
rcp85,Eastern North America, ENA, land,BS,2100,2.8,4.2,5.1,5.9,8.3,-11,1,7,9,25,
rcp85,Equatorial Pacific, ETP, all,Annual,2035,0.4,0.5,0.7,0.8,1.1,-5,5,9,15,62,
rcp85,Equatorial Pacific, ETP, all,Annual,2065,1.0,1.4,1.6,2.0,2.6,-8,14,19,30,184,
rcp85,Equatorial Pacific, ETP, all,Annual,2100,1.0,2.6,3.1,3.7,5.1,-42,24,33,54,537,
rcp85,Equatorial Pacific, ETP, all,BW,2035,0.4,0.6,0.7,0.9,1.1,-12,-1,9,16,77,
rcp85,Equatorial Pacific, ETP, all,BW,2065,1.0,1.4,1.7,2.0,2.9,-11,4,15,21,257,
rcp85,Equatorial Pacific, ETP, all,BW,2100,1.0,2.6,3.1,3.7,5.6,-43,10,28,38,635,
rcp85,Equatorial Pacific, ETP, all,BS,2035,0.4,0.6,0.7,0.9,1.3,-2,7,12,21,45,
rcp85,Equatorial Pacific, ETP, all,BS,2065,0.9,1.5,1.6,2.0,2.9,-5,17,23,39,102,
rcp85,Equatorial Pacific, ETP, all,BS,2100,1.1,2.5,3.1,3.7,5.0,-39,28,48,63,407,
rcp85,Northern Europe, NEU, land,Annual,2035,0.3,0.9,1.2,1.8,2.7,-3,3,4,6,12,
rcp85,Northern Europe, NEU, land,Annual,2065,-0.4,2.4,2.9,3.5,4.7,-2,6,8,11,23,
rcp85,Northern Europe, NEU, land,Annual,2100,1.9,4.3,5.0,6.3,7.7,-2,12,14,18,34,
rcp85,Northern Europe, NEU, land,BW,2035,-0.1,1.1,1.5,2.4,3.5,-3,3,5,7,16,
rcp85,Northern Europe, NEU, land,BW,2065,-0.6,2.9,3.4,4.7,6.8,2,8,11,15,26,
rcp85,Northern Europe, NEU, land,BW,2100,2.6,5.3,6.1,7.5,10.4,8,15,20,29,42,
rcp85,Northern Europe, NEU, land,BS,2035,0.3,0.8,1.1,1.5,2.8,-4,1,4,7,9,
rcp85,Northern Europe, NEU, land,BS,2065,0.1,1.9,2.5,3.2,4.9,-8,1,4,10,19,
rcp85,Northern Europe, NEU, land,BS,2100,2.1,3.5,4.5,5.8,7.6,-17,2,8,12,26,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,0.6,1.3,1.5,1.7,2.9,1,4,5,6,10,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,1.8,3.2,3.6,4.2,6.3,4,10,12,16,22,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,4.2,5.6,6.4,7.9,10.5,11,19,22,28,40,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,0.6,1.5,2.0,2.2,3.4,1,4,6,8,13,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,2.6,4.2,4.8,5.9,7.9,3,12,15,21,29,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,4.6,7.2,8.7,10.8,13.3,13,25,29,41,55,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,0.5,0.9,1.1,1.3,2.7,0,3,4,6,11,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,1.2,2.3,2.6,3.1,5.6,5,7,9,12,21,
rcp85,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,2.2,4.1,4.6,5.9,9.0,7,14,16,21,35,
rcp85,Alaska/NW Canada, ALA, land,Annual,2035,0.4,1.3,1.7,2.3,3.0,-2,4,5,8,16,
rcp85,Alaska/NW Canada, ALA, land,Annual,2065,2.3,3.3,3.7,4.6,6.1,7,10,14,18,32,
rcp85,Alaska/NW Canada, ALA, land,Annual,2100,4.1,5.6,6.9,8.5,10.5,11,23,26,32,51,
rcp85,Alaska/NW Canada, ALA, land,BW,2035,-0.8,1.6,2.1,3.2,4.8,-5,4,6,11,17,
rcp85,Alaska/NW Canada, ALA, land,BW,2065,2.9,4.5,5.1,6.3,8.8,2,10,17,21,37,
rcp85,Alaska/NW Canada, ALA, land,BW,2100,5.3,7.7,9.3,11.8,14.8,12,22,33,43,73,
rcp85,Alaska/NW Canada, ALA, land,BS,2035,0.2,0.8,1.2,1.5,2.6,-1,3,6,7,16,
rcp85,Alaska/NW Canada, ALA, land,BS,2065,0.9,2.0,2.7,3.4,5.4,4,10,13,14,32,
rcp85,Alaska/NW Canada, ALA, land,BS,2100,2.3,3.8,4.9,6.0,8.3,10,17,23,27,47,
rcp85,North Asia, NAS, land,Annual,2035,0.6,1.2,1.5,2.0,3.3,1,5,5,8,17,
rcp85,North Asia, NAS, land,Annual,2065,1.9,2.8,3.6,4.2,6.1,6,9,12,15,32,
rcp85,North Asia, NAS, land,Annual,2100,3.9,5.2,6.5,7.6,9.8,11,19,22,26,50,
rcp85,North Asia, NAS, land,BW,2035,0.6,1.3,1.9,2.2,4.0,1,6,8,11,23,
rcp85,North Asia, NAS, land,BW,2065,2.4,3.5,4.1,5.2,7.9,8,14,19,24,45,
rcp85,North Asia, NAS, land,BW,2100,4.7,6.9,7.9,9.6,12.4,18,28,33,46,74,
rcp85,North Asia, NAS, land,BS,2035,0.4,0.9,1.2,1.5,2.9,-1,3,5,6,14,
rcp85,North Asia, NAS, land,BS,2065,1.3,2.0,2.9,3.8,5.3,1,6,9,12,26,
rcp85,North Asia, NAS, land,BS,2100,2.6,4.1,5.1,7.0,8.3,0,9,14,19,37,
rcp85,North Indian Ocean, SAS, sea,Annual,2035,0.3,0.6,0.7,0.8,1.0,-4,2,3,5,16,
rcp85,North Indian Ocean, SAS, sea,Annual,2065,1.0,1.5,1.6,2.0,2.4,-5,3,7,14,29,
rcp85,North Indian Ocean, SAS, sea,Annual,2100,2.1,2.7,3.0,3.8,4.3,-9,8,18,23,56,
rcp85,North Indian Ocean, SAS, sea,BW,2035,0.3,0.6,0.7,0.8,1.0,-10,0,5,8,22,
rcp85,North Indian Ocean, SAS, sea,BW,2065,0.9,1.5,1.6,2.0,2.5,-18,3,13,21,44,
rcp85,North Indian Ocean, SAS, sea,BW,2100,2.1,2.7,3.0,3.9,4.5,-7,9,19,34,65,
rcp85,North Indian Ocean, SAS, sea,BS,2035,0.3,0.6,0.7,0.8,1.1,-10,0,3,5,10,
rcp85,North Indian Ocean, SAS, sea,BS,2065,1.0,1.5,1.6,2.0,2.4,-7,3,6,11,29,
rcp85,North Indian Ocean, SAS, sea,BS,2100,1.9,2.7,3.0,3.6,4.3,-14,7,14,20,52,
rcp85,Northeast Brazil, NEB, land,Annual,2035,0.5,0.8,1.0,1.1,1.5,-14,-6,0,2,7,
rcp85,Northeast Brazil, NEB, land,Annual,2065,1.3,1.9,2.2,2.6,3.1,-16,-10,-2,1,38,
rcp85,Northeast Brazil, NEB, land,Annual,2100,2.5,3.5,4.1,4.8,5.6,-31,-14,-6,6,45,
rcp85,Northeast Brazil, NEB, land,BW,2035,0.5,0.7,0.9,1.1,1.5,-13,-6,-1,3,9,
rcp85,Northeast Brazil, NEB, land,BW,2065,1.2,1.8,2.1,2.4,3.2,-16,-9,0,4,39,
rcp85,Northeast Brazil, NEB, land,BW,2100,2.1,3.4,3.8,4.6,5.6,-29,-11,-4,5,48,
rcp85,Northeast Brazil, NEB, land,BS,2035,0.4,0.7,0.9,1.1,1.3,-22,-10,-4,1,17,
rcp85,Northeast Brazil, NEB, land,BS,2065,1.2,1.8,2.2,2.5,3.1,-24,-13,-8,-3,32,
rcp85,Northeast Brazil, NEB, land,BS,2100,2.6,3.6,4.1,4.8,5.7,-41,-25,-18,-5,37,
rcp85,South America: Amazon, AMZ, land,Annual,2035,0.5,0.8,1.1,1.2,1.9,-12,-3,-1,1,4,
rcp85,South America: Amazon, AMZ, land,Annual,2065,1.4,2.0,2.5,2.8,4.1,-23,-5,-1,2,8,
rcp85,South America: Amazon, AMZ, land,Annual,2100,2.4,3.7,4.3,5.7,7.0,-33,-11,-2,1,14,
rcp85,South America: Amazon, AMZ, land,BW,2035,0.5,0.8,0.9,1.1,1.8,-12,-4,-1,1,5,
rcp85,South America: Amazon, AMZ, land,BW,2065,1.3,1.9,2.3,2.8,3.9,-20,-6,-1,2,7,
rcp85,South America: Amazon, AMZ, land,BW,2100,1.9,3.5,4.3,5.3,6.3,-26,-11,-3,3,16,
rcp85,South America: Amazon, AMZ, land,BS,2035,0.5,0.8,1.0,1.2,2.1,-17,-3,-1,1,6,
rcp85,South America: Amazon, AMZ, land,BS,2065,1.5,2.1,2.6,2.9,4.2,-28,-6,-2,2,13,
rcp85,South America: Amazon, AMZ, land,BS,2100,3.0,3.8,4.7,5.7,7.6,-44,-11,-5,1,12,
rcp85,South Asia, SAS, land,Annual,2035,0.4,0.8,0.9,1.0,1.4,-2,1,3,5,11,
rcp85,South Asia, SAS, land,Annual,2065,1.5,2.0,2.2,2.6,3.1,0,6,8,11,17,
rcp85,South Asia, SAS, land,Annual,2100,3.1,3.7,4.1,5.2,6.0,-7,11,18,21,45,
rcp85,South Asia, SAS, land,BW,2035,0.3,0.8,1.0,1.2,1.6,-13,-2,1,6,20,
rcp85,South Asia, SAS, land,BW,2065,1.5,2.2,2.6,3.0,3.7,-16,-4,4,10,23,
rcp85,South Asia, SAS, land,BW,2100,3.5,4.1,4.6,5.7,7.1,-17,-1,12,21,42,
rcp85,South Asia, SAS, land,BS,2035,0.3,0.6,0.8,1.0,1.3,-3,1,3,5,16,
rcp85,South Asia, SAS, land,BS,2065,1.2,1.7,2.0,2.3,3.3,-1,7,10,13,27,
rcp85,South Asia, SAS, land,BS,2100,1.3,3.0,3.7,4.6,5.6,-9,13,17,23,57,
rcp85,South Australia/New Zealand, SAU, land,Annual,2035,0.4,0.7,0.8,0.9,1.1,-17,-5,-1,1,6,
rcp85,South Australia/New Zealand, SAU, land,Annual,2065,1.4,1.6,1.9,2.2,2.5,-22,-6,-1,2,6,
rcp85,South Australia/New Zealand, SAU, land,Annual,2100,2.6,3.0,3.9,4.1,5.0,-33,-11,-3,2,15,
rcp85,South Australia/New Zealand, SAU, land,BW,2035,0.2,0.7,0.9,1.1,1.5,-17,-5,-1,3,7,
rcp85,South Australia/New Zealand, SAU, land,BW,2065,1.3,1.7,2.1,2.3,3.0,-24,-5,0,4,8,
rcp85,South Australia/New Zealand, SAU, land,BW,2100,2.6,3.0,3.8,4.3,5.9,-30,-8,-1,3,21,
rcp85,South Australia/New Zealand, SAU, land,BS,2035,0.3,0.6,0.7,0.9,1.1,-19,-4,-2,1,4,
rcp85,South Australia/New Zealand, SAU, land,BS,2065,1.2,1.5,1.7,1.9,2.1,-25,-9,-2,2,8,
rcp85,South Australia/New Zealand, SAU, land,BS,2100,2.2,2.8,3.4,3.8,4.3,-39,-18,-7,4,10,
rcp85,Southeast Asia (land), SEA, land,Annual,2035,0.3,0.6,0.8,0.9,1.2,-4,0,1,3,8,
rcp85,Southeast Asia (land), SEA, land,Annual,2065,1.1,1.6,1.7,2.2,2.7,-3,0,5,10,17,
rcp85,Southeast Asia (land), SEA, land,Annual,2100,2.1,3.0,3.2,4.4,4.9,-7,0,8,19,29,
rcp85,Southeast Asia (land), SEA, land,BW,2035,0.3,0.6,0.7,0.9,1.2,-6,0,2,4,10,
rcp85,Southeast Asia (land), SEA, land,BW,2065,1.1,1.5,1.8,2.2,2.7,-3,1,5,10,19,
rcp85,Southeast Asia (land), SEA, land,BW,2100,2.1,2.9,3.2,4.2,4.9,-8,2,8,19,31,
rcp85,Southeast Asia (land), SEA, land,BS,2035,0.4,0.6,0.7,0.9,1.3,-4,-1,0,2,7,
rcp85,Southeast Asia (land), SEA, land,BS,2065,1.1,1.6,1.8,2.1,2.8,-5,0,5,9,17,
rcp85,Southeast Asia (land), SEA, land,BS,2100,2.1,2.9,3.3,4.2,5.1,-8,-1,7,16,30,
rcp85,Southeast Asia (sea), SEA, sea,Annual,2035,0.3,0.6,0.7,0.7,1.1,-1,0,1,3,5,
rcp85,Southeast Asia (sea), SEA, sea,Annual,2065,1.0,1.4,1.5,1.9,2.4,-1,1,4,6,10,
rcp85,Southeast Asia (sea), SEA, sea,Annual,2100,2.1,2.6,2.8,3.5,4.2,-3,2,6,9,20,
rcp85,Southeast Asia (sea), SEA, sea,BW,2035,0.2,0.6,0.6,0.7,1.1,-5,-1,1,3,7,
rcp85,Southeast Asia (sea), SEA, sea,BW,2065,1.0,1.4,1.6,1.9,2.5,-4,0,3,5,12,
rcp85,Southeast Asia (sea), SEA, sea,BW,2100,2.1,2.5,2.7,3.4,4.3,-12,-1,6,11,21,
rcp85,Southeast Asia (sea), SEA, sea,BS,2035,0.3,0.6,0.6,0.7,1.1,-4,0,1,3,5,
rcp85,Southeast Asia (sea), SEA, sea,BS,2065,1.1,1.4,1.5,1.8,2.4,-3,2,4,7,12,
rcp85,Southeast Asia (sea), SEA, sea,BS,2100,2.1,2.6,2.8,3.4,4.2,-6,2,6,10,22,
rcp85,Southeastern South America, SSA, land,Annual,2035,0.2,0.6,0.8,0.9,1.4,-6,0,1,3,14,
rcp85,Southeastern South America, SSA, land,Annual,2065,1.1,1.7,1.9,2.2,3.1,-11,-1,3,8,18,
rcp85,Southeastern South America, SSA, land,Annual,2100,1.9,3.0,3.6,4.2,5.3,-11,1,7,14,27,
rcp85,Southeastern South America, SSA, land,BW,2035,0.1,0.6,0.8,1.0,1.5,-4,-1,2,4,13,
rcp85,Southeastern South America, SSA, land,BW,2065,1.0,1.7,1.9,2.2,3.5,-7,-1,3,7,14,
rcp85,Southeastern South America, SSA, land,BW,2100,1.9,3.0,3.8,4.4,6.2,-10,1,6,11,24,
rcp85,Southeastern South America, SSA, land,BS,2035,0.2,0.5,0.7,0.9,1.2,-12,-1,1,4,22,
rcp85,Southeastern South America, SSA, land,BS,2065,0.9,1.5,1.8,2.1,2.7,-21,-2,4,8,27,
rcp85,Southeastern South America, SSA, land,BS,2100,1.9,2.8,3.4,3.9,4.6,-24,-3,7,21,41,
rcp85,Southern Africa, SAF, land,Annual,2035,0.6,0.9,1.1,1.2,1.6,-11,-4,-2,0,2,
rcp85,Southern Africa, SAF, land,Annual,2065,1.7,2.2,2.5,2.9,3.4,-19,-9,-5,-2,5,
rcp85,Southern Africa, SAF, land,Annual,2100,3.3,4.1,4.5,5.5,6.3,-24,-14,-9,-5,3,
rcp85,Southern Africa, SAF, land,BW,2035,0.5,0.8,1.0,1.2,1.5,-10,-4,-2,0,5,
rcp85,Southern Africa, SAF, land,BW,2065,1.5,2.0,2.5,2.8,3.3,-19,-8,-4,-1,5,
rcp85,Southern Africa, SAF, land,BW,2100,3.1,3.8,4.4,5.2,6.2,-26,-12,-5,-3,2,
rcp85,Southern Africa, SAF, land,BS,2035,0.5,0.8,1.0,1.1,1.6,-19,-9,-4,-1,5,
rcp85,Southern Africa, SAF, land,BS,2065,1.9,2.1,2.4,2.7,3.3,-31,-18,-11,-6,6,
rcp85,Southern Africa, SAF, land,BS,2100,3.3,4.0,4.5,5.2,6.1,-48,-27,-18,-13,1,
rcp85,Southern Europe/Mediterranean, MED, land,Annual,2035,0.4,1.0,1.1,1.3,2.0,-8,-4,-2,0,5,
rcp85,Southern Europe/Mediterranean, MED, land,Annual,2065,1.6,2.3,2.5,3.0,4.1,-23,-11,-7,-5,1,
rcp85,Southern Europe/Mediterranean, MED, land,Annual,2100,3.3,4.1,4.5,5.6,6.9,-35,-23,-19,-13,-2,
rcp85,Southern Europe/Mediterranean, MED, land,BW,2035,0.0,0.6,0.9,1.1,1.7,-10,-4,-1,1,8,
rcp85,Southern Europe/Mediterranean, MED, land,BW,2065,0.7,1.8,2.2,2.7,3.1,-24,-9,-4,-2,6,
rcp85,Southern Europe/Mediterranean, MED, land,BW,2100,2.4,3.3,3.8,4.6,5.7,-35,-18,-12,-7,0,
rcp85,Southern Europe/Mediterranean, MED, land,BS,2035,0.6,1.1,1.4,1.6,2.7,-15,-7,-3,1,8,
rcp85,Southern Europe/Mediterranean, MED, land,BS,2065,2.1,2.6,3.3,3.7,5.6,-31,-18,-12,-7,9,
rcp85,Southern Europe/Mediterranean, MED, land,BS,2100,3.9,4.9,6.0,6.8,9.3,-58,-35,-24,-17,-4,
rcp85,Southern Pacific, STP, all,Annual,2035,0.3,0.5,0.6,0.7,0.9,-10,0,1,2,5,
rcp85,Southern Pacific, STP, all,Annual,2065,1.0,1.2,1.4,1.6,2.1,-24,0,1,4,9,
rcp85,Southern Pacific, STP, all,Annual,2100,2.0,2.3,2.6,3.1,4.0,-24,0,3,6,15,
rcp85,Southern Pacific, STP, all,BW,2035,0.3,0.5,0.6,0.7,0.9,-10,-1,1,3,8,
rcp85,Southern Pacific, STP, all,BW,2065,1.0,1.2,1.4,1.6,2.1,-27,-1,3,5,11,
rcp85,Southern Pacific, STP, all,BW,2100,1.8,2.2,2.6,3.2,3.9,-30,0,5,8,17,
rcp85,Southern Pacific, STP, all,BS,2035,0.3,0.5,0.6,0.6,0.9,-10,-1,1,2,5,
rcp85,Southern Pacific, STP, all,BS,2065,1.1,1.2,1.4,1.6,2.1,-19,-2,0,5,8,
